relationship_key,relationship_type,legacy_surface,legacy_id,source_id,source_label,target_id,target_label,coverage_status,coverage_confidence,coverage_note,triage_reason,triage_confidence,suggested_next_step,schema_file_candidate,mapper_candidate,evidence_detail,notes
legacy_rel_0118,excludes,rules,rule_opt_pcx_001_excludes_opt_dzx_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_dzx_001,Carbon Flash/Edge Red Stinger Stripe,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0119,excludes,rules,rule_opt_pcx_001_excludes_opt_eyk_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_eyk_001,Chrome Exterior Badge Package,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0120,excludes,rules,rule_opt_pcx_001_excludes_opt_pdv_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_pdv_001,"LPO, Stingray R Appearance Package",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0121,excludes,rules,rule_opt_pcx_001_excludes_opt_r8c_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_r8c_001,Corvette Museum Delivery,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0122,excludes,rules,rule_opt_pcx_001_excludes_opt_s47_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_s47_001,"LPO, Chrome lug nuts",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0123,excludes,rules,rule_opt_pcx_001_excludes_opt_sb7_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_sb7_001,"LPO, Corvette Racing Themed Graphics Package with Jake and Stingray R logos",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0124,excludes,rules,rule_opt_pcx_001_excludes_opt_sfe_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_sfe_001,"LPO, Chrome wheel locks",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0125,excludes,rules,rule_opt_pcx_001_excludes_opt_spy_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_spy_001,"LPO, Black lug nuts",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0126,excludes,rules,rule_opt_pcx_001_excludes_opt_spz_001,opt_pcx_001,"LPO, Tech Bronze Accent Package",opt_spz_001,"LPO, Black wheel locks",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0131,excludes,rules,rule_opt_pdv_001_excludes_opt_dpb_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dpb_001,Carbon Flash with Blue accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0132,excludes,rules,rule_opt_pdv_001_excludes_opt_dpc_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dpc_001,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0133,excludes,rules,rule_opt_pdv_001_excludes_opt_dpg_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dpg_001,Carbon Flash with Orange accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0134,excludes,rules,rule_opt_pdv_001_excludes_opt_dpl_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dpl_001,Carbon Flash with Red accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0135,excludes,rules,rule_opt_pdv_001_excludes_opt_dpt_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dpt_001,Carbon Flash with Silver accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0136,excludes,rules,rule_opt_pdv_001_excludes_opt_dsy_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dsy_001,Edge Orange Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0137,excludes,rules,rule_opt_pdv_001_excludes_opt_dsz_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dsz_001,Edge Red Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0138,excludes,rules,rule_opt_pdv_001_excludes_opt_dt0_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dt0_001,Competition Yellow Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0139,excludes,rules,rule_opt_pdv_001_excludes_opt_dth_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dth_001,Carbon Flash Metallic Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0140,excludes,rules,rule_opt_pdv_001_excludes_opt_dub_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dub_001,Sterling Silver Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0141,excludes,rules,rule_opt_pdv_001_excludes_opt_due_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_due_001,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0142,excludes,rules,rule_opt_pdv_001_excludes_opt_duk_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0143,excludes,rules,rule_opt_pdv_001_excludes_opt_duw_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_duw_001,Edge Blue Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0144,excludes,rules,rule_opt_pdv_001_excludes_opt_dzu_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dzu_001,Carbon Flash/Competition Yellow Stinger Stripe,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0145,excludes,rules,rule_opt_pdv_001_excludes_opt_dzv_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dzv_001,Carbon Flash/Midnight Silver Stinger Stripe,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0146,excludes,rules,rule_opt_pdv_001_excludes_opt_dzx_001,opt_pdv_001,"LPO, Stingray R Appearance Package",opt_dzx_001,Carbon Flash/Edge Red Stinger Stripe,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0153,excludes,rules,rule_opt_r88_001_excludes_opt_dpb_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpb_001,Carbon Flash with Blue accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0154,excludes,rules,rule_opt_r88_001_excludes_opt_dpc_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpc_001,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0155,excludes,rules,rule_opt_r88_001_excludes_opt_dpg_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpg_001,Carbon Flash with Orange accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0156,excludes,rules,rule_opt_r88_001_excludes_opt_dpl_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpl_001,Carbon Flash with Red accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0157,excludes,rules,rule_opt_r88_001_excludes_opt_dpt_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dpt_001,Carbon Flash with Silver accent Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0158,excludes,rules,rule_opt_r88_001_excludes_opt_dsy_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dsy_001,Edge Orange Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0159,excludes,rules,rule_opt_r88_001_excludes_opt_dsz_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dsz_001,Edge Red Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0160,excludes,rules,rule_opt_r88_001_excludes_opt_dt0_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dt0_001,Competition Yellow Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0161,excludes,rules,rule_opt_r88_001_excludes_opt_dth_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dth_001,Carbon Flash Metallic Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0162,excludes,rules,rule_opt_r88_001_excludes_opt_dub_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_dub_001,Sterling Silver Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0163,excludes,rules,rule_opt_r88_001_excludes_opt_due_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_due_001,NEW! Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0164,excludes,rules,rule_opt_r88_001_excludes_opt_duk_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_duk_001,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0165,excludes,rules,rule_opt_r88_001_excludes_opt_duw_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_duw_001,Edge Blue Full Length Dual Racing Stripes,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0166,excludes,rules,rule_opt_r88_001_excludes_opt_eyk_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_eyk_001,Chrome Exterior Badge Package,needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0167,excludes,rules,rule_opt_r88_001_excludes_opt_sfz_001,opt_r88_001,"LPO, Illuminated crossed flags emblem",opt_sfz_001,"LPO, Dark Stealth crossed flags emblem",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0169,excludes,rules,rule_opt_rik_001_excludes_opt_rin_001,opt_rik_001,"LPO, Rear Corvette script badge in Torch Red",opt_rin_001,"LPO, Rear Corvette script badge in Arctic White",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0170,excludes,rules,rule_opt_rik_001_excludes_opt_sl8_001,opt_rik_001,"LPO, Rear Corvette script badge in Torch Red",opt_sl8_001,"LPO, Rear Corvette script badge in Edge Red",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0171,excludes,rules,rule_opt_rin_001_excludes_opt_rik_001,opt_rin_001,"LPO, Rear Corvette script badge in Arctic White",opt_rik_001,"LPO, Rear Corvette script badge in Torch Red",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
legacy_rel_0172,excludes,rules,rule_opt_rin_001_excludes_opt_sl8_001,opt_rin_001,"LPO, Rear Corvette script badge in Arctic White",opt_sl8_001,"LPO, Rear Corvette script badge in Edge Red",needs_schema_mapping,schema_gap,"Current requested CSV inputs do not include a direct pairwise excludes relationship file; exclusive groups cover group membership, not pairwise legacy excludes.",pairwise_excludes_needs_model,medium,add_pairwise_excludes_schema,possible pairwise exclude/replacement/availability schema,,"Legacy pairwise excludes are not directly represented by the CSV files checked, and no exclusive-group or exact runtime-special context was found.",This does not mean a pairwise-excludes schema is definitely required; the current mapper did not find a clean existing CSV home.
