model_key,option_sheet,option_row,option_id,rpo,option_name,current_price,matched_future_model_source_review_rows,candidate_price,parsed_candidate_prices,price_candidate_rows,price_candidate_summary,approved_price,classification,recommended_workbook_action,notes
zr1,zr1_options,64,opt_ria_001,RIA,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory",,562,265,265,112,row 112: 265,,direct_price_candidate,write_options_price,"265 | row 112: 265 | 112 | LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory | Included with (PEF) Contoured Liner Protection Package, LPO. | Included with (PEF) Contoured Liner Protection Package, LPO."
zr1,zr1_options,65,opt_sc7_001,SC7,"LPO, Roof panel storage pouch, Genuine Corvette Accessory",,578,195,195,130,row 130: 195,,direct_price_candidate,write_options_price,"195 | row 130: 195 | 130 | LPO, Roof panel storage pouch, Genuine Corvette Accessory | Included with (SBT) dual roof, LPO. | Included with (SBT) dual roof, LPO."
zr1,zr1_options,66,opt_cav_001,CAV,"LPO, Contoured cargo area liner with Jake logo, Genuine Corvette Accessory",,560,230,230,101,row 101: 230,,direct_price_candidate,write_options_price,"230 | row 101: 230 | 101 | LPO, Contoured cargo area liner with Jake logo, Genuine Corvette Accessory | Included with (PEF) Contoured Liner Protection Package, LPO. | Included with (PEF) Contoured Liner Protection Package, LPO."
zr1,zr1_options,67,opt_3a9_001,3A9,"Seat belt color, Santorini Blue",,622,595,595,203,row 203: 595 Std with HT8 and HAG Interior,,conditional_price_candidate,defer_to_price_rules,"595 | row 203: 595 Std with HT8 and HAG Interior | 203 | Seat belt color, Santorini Blue | Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors or (HVZ) Asymmetrical Adrenaline Red/Jet Black interior. Included with (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black interior. | Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors or (HVZ) Asymmetrical Adrenaline Red/Jet Black interior. Included with (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black inter…"
zr1,zr1_options,68,opt_ae4_002,AE4,"Seats, Competition Sport bucket",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,69,opt_duw_001,DUW,Edge Blue Full Length Dual Racing Stripes,,822,1295,1295,258,row 258: 1295,,direct_price_candidate,write_options_price,1295 | row 258: 1295 | 258 | Edge Blue Full Length Dual Racing Stripes | Not available with exterior color (GTR) Admiral Blue Metallic. | Not available with exterior color (GTR) Admiral Blue Metallic.
zr1,zr1_options,70,opt_j6n_001,J6N,"Calipers, Edge Red-painted",,876,795,795,74,row 74: 795,,direct_price_candidate,write_options_price,"795 | row 74: 795 | 74 | Calipers, Edge Red-painted"
zr1,zr1_options,71,opt_k7a_001,K7A,"Wireless Phone Charging, wireless charging pad for phone or portable devices, located on center console",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,72,opt_sfe_001,SFE,"LPO, Chrome wheel locks, Genuine Corvette Accessory",,784,125,125,132,row 132: 125,,direct_price_candidate,write_options_price,"125 | row 132: 125 | 132 | LPO, Chrome wheel locks, Genuine Corvette Accessory | Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels. | Not available with (SPY) Black lug nuts, LPO or (SU1) 20"" front/21"" rear 10-spoke, visible carbon fiber wheels."
zr1,zr1_options,73,opt_t4l_001,T4L,"Headlamps, LED",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,74,opt_ukt_001,UKT,Front Pedestrian and Bicyclist Braking,,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,75,opt_uva_001,UVA,"HD Front and Rear Vision Cameras, front camera is curb view",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,76,opt_vtb_001,VTB,"LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory",,758,150,150,156,row 156: 150,,direct_price_candidate,write_options_price,"150 | row 156: 150 | 156 | LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory"
zr1,zr1_options,77,opt_vyw_001,VYW,"LPO, Floor mats, premium carpeted with car silhouette logo on Stingray, Grand Sport, ZR1 and ZR1X models, Genuine Corvette Accessory",,566,275,275,162,row 162: 275,,direct_price_candidate,write_options_price,"275 | row 162: 275 | 162 | LPO, Floor mats, premium carpeted with car silhouette logo on Stingray, Grand Sport, ZR1 and ZR1X models, Genuine Corvette Accessory"
zr1,zr1_options,78,opt_pcq_001,PCQ,"LPO, Grille Screen Protection Package, includes (VWE) front radiator grille screens LPO and (VWT) insect protection grille screen LPO, Genuine Corvette Accessories",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,79,opt_3f9_001,3F9,"Seat belt color, Torch Red",,624,595,595,204,row 204: 595 Std with HNK Interior,,conditional_price_candidate,defer_to_price_rules,"595 | row 204: 595 Std with HNK Interior | 204 | Seat belt color, Torch Red | Not recommended with (HUW, HUX) Habanero interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HNK) Adrenaline Red Dipped interior. | Not recommended with (HUW, HUX) Habanero interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HNK) Adrenaline Red Dipped interior."
zr1,zr1_options,80,opt_5zd_001,5ZD,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory",,778,250,250,97,row 97: 250,,direct_price_candidate,write_options_price,"250 | row 97: 250 | 97 | LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory"
zr1,zr1_options,81,opt_dsy_001,DSY,Edge Orange Full Length Dual Racing Stripes,,828,1295,1295,250,row 250: 1295,,direct_price_candidate,write_options_price,1295 | row 250: 1295 | 250 | Edge Orange Full Length Dual Racing Stripes | Not available with exterior color (G26) Sebring Orange Tintcoat. | Not available with exterior color (G26) Sebring Orange Tintcoat.
zr1,zr1_options,82,opt_dwk_001,DWK,"Mirrors, outside heated, power-adjustable, manual-folding with turn signal indicators",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,83,opt_j6b_001,J6B,"Calipers, Blue-painted",,868,795,795,70,row 70: 795,,direct_price_candidate,write_options_price,"795 | row 70: 795 | 70 | Calipers, Blue-painted"
zr1,zr1_options,84,opt_rwu_001,RWU,"LPO, Cargo area organizer, collapsible, Genuine Corvette Accessory",,558,175,175,118,row 118: 175,,direct_price_candidate,write_options_price,"175 | row 118: 175 | 118 | LPO, Cargo area organizer, collapsible, Genuine Corvette Accessory"
zr1,zr1_options,85,opt_slk_001,SLK,"LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory",,920,1995,1995,142,row 142: 1995,,direct_price_candidate,write_options_price,"1995 | row 142: 1995 | 142 | LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory"
zr1,zr1_options,86,opt_tq5_001,TQ5,"IntelliBeam, auto high beam",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,87,opt_ufg_001,UFG,Rear Cross Traffic Alert,,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,88,opt_vwe_001,VWE,"LPO, Front radiator grille screens, Genuine Corvette Accessory",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,89,opt_vwt_001,VWT,"LPO, Insect protection grille screen, Genuine Corvette Accessory",,762,795,795,161,row 161: 795,,direct_price_candidate,write_options_price,"795 | row 161: 795 | 161 | LPO, Insect protection grille screen, Genuine Corvette Accessory | Included with (PCQ) Grille Screen Protection Package, LPO. | Included with (PCQ) Grille Screen Protection Package, LPO."
zr1,zr1_options,90,opt_3m9_001,3M9,"Seat belt color, Yellow",,626,595,595,205,row 205: 595,,direct_price_candidate,write_options_price,"595 | row 205: 595 | 205 | Seat belt color, Yellow | Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors, (H8T) Santorini Blue interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior. | Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors, (H8T) Santorini Blue interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior."
zr1,zr1_options,91,opt_5jr_001,5JR,"LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory",,764,1395,1395,89,row 89: 1395,,direct_price_candidate,write_options_price,"1395 | row 89: 1395 | 89 | LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory"
zr1,zr1_options,92,opt_5zc_001,5ZC,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",,780,250,250,96,row 96: 250,,direct_price_candidate,write_options_price,"250 | row 96: 250 | 96 | LPO, Jake logo wheel center caps. Genuine Corvette Accessory"
zr1,zr1_options,93,opt_a2x_001,A2X,"Seat adjuster, driver 8-way power",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,94,opt_dsz_001,DSZ,Edge Red Full Length Dual Racing Stripes,,830,1295,1295,251,row 251: 1295,,direct_price_candidate,write_options_price,1295 | row 251: 1295 | 251 | Edge Red Full Length Dual Racing Stripes | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat. | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.
zr1,zr1_options,95,opt_k7b_001,K7B,"Wireless Phone Charging, 2 wireless charging pads for phone or portable devices, located on center console and between seatbacks",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,96,opt_sln_001,SLN,"LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory",,916,2895,2895,143,row 143: 2895,,direct_price_candidate,write_options_price,"2895 | row 143: 2895 | 143 | LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory"
zr1,zr1_options,97,opt_uhx_001,UHX,Lane Keep Assist with Lane Departure Warning,,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,98,opt_w2d_001,W2D,"LPO, Cargo net set, Genuine Corvette Accessory",,556,125,125,163,row 163: 125,,direct_price_candidate,write_options_price,"125 | row 163: 125 | 163 | LPO, Cargo net set, Genuine Corvette Accessory"
zr1,zr1_options,99,opt_xfr_001,XFR,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,100,opt_a7k_001,A7K,"Seat adjuster, passenger 8-way power",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,101,opt_dpb_001,DPB,Carbon Flash with Blue accent Full Length Dual Racing Stripes,,812,1295,1295,245,row 245: 1295,,direct_price_candidate,write_options_price,1295 | row 245: 1295 | 245 | Carbon Flash with Blue accent Full Length Dual Racing Stripes | Not available with exterior color (GTR) Admiral Blue Metallic. | Not available with exterior color (GTR) Admiral Blue Metallic.
zr1,zr1_options,102,opt_drz_001,DRZ,"Rear Camera Mirror, inside rearview auto-dimming with full camera display",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,103,opt_j6l_001,J6L,"Calipers, Orange-painted",,874,795,795,73,row 73: 795 Requires J57,,direct_price_candidate,write_options_price,"795 | row 73: 795 Requires J57 | 73 | Calipers, Orange-painted"
zr1,zr1_options,104,opt_rwh_001,RWH,"LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory",,746,495,495,116,row 116: 495,,direct_price_candidate,write_options_price,"495 | row 116: 495 | 116 | LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory"
zr1,zr1_options,105,opt_s2l_001,S2L,"LPO, Set of premium leather weekend/travel bags, Genuine Corvette Accessory",,576,1695,1695,125,row 125: 1695,,direct_price_candidate,write_options_price,"1695 | row 125: 1695 | 125 | LPO, Set of premium leather weekend/travel bags, Genuine Corvette Accessory"
zr1,zr1_options,106,opt_ug1_001,UG1,"Universal Home Remote, includes garage door opener, 3-channel programmable, located on driver visor",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,107,opt_xfs_001,XFS,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,108,opt_wkr_001,WKR,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory",,748,1275,1275,165,row 165: 1275,,direct_price_candidate,write_options_price,"1275 | row 165: 1275 | 165 | LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory | Not available with (TOM) ZR1 Carbon Fiber Aero Package.
Not available with (TOM) ZR1X Carbon Fiber Aero Package. | Not available with (TOM) ZR1 Carbon Fiber Aero Package.
Not available with (TOM) ZR1X Carbon Fiber Aero Package."
zr1,zr1_options,109,opt_rwj_001,RWJ,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory",,750,495,495,117,row 117: 495,,direct_price_candidate,write_options_price,"495 | row 117: 495 | 117 | LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory | Not available with (TOM) ZR1 Carbon Fiber Aero Package.
Not available with (TOM) ZR1X Carbon Fiber Aero Package. | Not available with (TOM) ZR1 Carbon Fiber Aero Package.
Not available with (TOM) ZR1X Carbon Fiber Aero Package."
zr1,zr1_options,110,opt_aup_001,AUP,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket",,634,350,350,238,row 238: 350 Requires HVZ; Asymmetrical Adrenaline Red/Jet Black Interior,,direct_price_candidate,write_options_price,"350 | row 238: 350 Requires HVZ; Asymmetrical Adrenaline Red/Jet Black Interior | 238 | Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket | Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior. | Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior."
zr1,zr1_options,111,opt_dpg_001,DPG,Carbon Flash with Orange accent Full Length Dual Racing Stripes,,816,1295,1295,247,row 247: 1295,,direct_price_candidate,write_options_price,1295 | row 247: 1295 | 247 | Carbon Flash with Orange accent Full Length Dual Racing Stripes | Not available with exterior color (G26) Sebring Orange Tintcoat. | Not available with exterior color (G26) Sebring Orange Tintcoat.
zr1,zr1_options,112,opt_ki3_001,KI3,"Steering wheel, heated",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,113,opt_n38_001,N38,"Steering column, power tilt and telescopic",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,114,opt_nk4_001,NK4,"Steering wheel, leather-wrapped",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,115,opt_rin_001,RIN,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory",,770,440,440,114,row 114: 440,,direct_price_candidate,write_options_price,"440 | row 114: 440 | 114 | LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory | Not available with RIK, SL8. | Not available with RIK, SL8."
zr1,zr1_options,116,opt_sxb_001,SXB,"LPO, Suede trunk compartment liner, Black, Genuine Corvette Accessory",,568,2095,2095,150,row 150: 2095,,direct_price_candidate,write_options_price,"2095 | row 150: 2095 | 150 | LPO, Suede trunk compartment liner, Black, Genuine Corvette Accessory"
zr1,zr1_options,117,opt_ud7_001,UD7,Rear Park Assist,,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,118,opt_sl8_001,SL8,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory",,772,495,495,140,row 140: 495,,direct_price_candidate,write_options_price,"495 | row 140: 495 | 140 | LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory | Not available with RIK, RIN. | Not available with RIK, RIN."
zr1,zr1_options,119,opt_sxr_001,SXR,"LPO, Suede trunk compartment liner, Adrenaline Red, Genuine Corvette Accessory",,570,2095,2095,151,row 151: 2095,,direct_price_candidate,write_options_price,"2095 | row 151: 2095 | 151 | LPO, Suede trunk compartment liner, Adrenaline Red, Genuine Corvette Accessory"
zr1,zr1_options,120,opt_rik_001,RIK,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory",,774,395,395,113,row 113: 395,,direct_price_candidate,write_options_price,"395 | row 113: 395 | 113 | LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory | Not available with RIN, SL8. | Not available with RIN, SL8."
zr1,zr1_options,121,opt_sxt_001,SXT,"LPO, Suede trunk compartment liner, Natural, Genuine Corvette Accessory",,572,2695,2695,152,row 152: 2695,,direct_price_candidate,write_options_price,"2695 | row 152: 2695 | 152 | LPO, Suede trunk compartment liner, Natural, Genuine Corvette Accessory"
zr1,zr1_options,122,opt_dpl_001,DPL,Carbon Flash with Red accent Full Length Dual Racing Stripes,,818,1295,1295,248,row 248: 1295,,direct_price_candidate,write_options_price,1295 | row 248: 1295 | 248 | Carbon Flash with Red accent Full Length Dual Racing Stripes | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat. | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.
zr1,zr1_options,123,opt_sig_001,SIG,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory",,776,425,425,138,row 138: 425,,direct_price_candidate,write_options_price,"425 | row 138: 425 | 138 | LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory | Requires (T0E) rear spoiler. | Requires (T0E) rear spoiler."
zr1,zr1_options,124,opt_tdm_001,TDM,"Teen Driver, a configurable feature that lets you activate customizable vehicle settings associated with a key fob, to help encourage safe driving behavior. It can limit certain available vehicle features, and it prevents certain safety systems from being turned off. An in-vehicle report card gives you information on driving habits and helps you to continue to coach your new driver",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,125,opt_vhm_001,VHM,"Vehicle health management, provides advanced warning of vehicle issues",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,126,opt_dpt_001,DPT,Carbon Flash with Silver accent Full Length Dual Racing Stripes,,820,1295,1295,249,row 249: 1295,,direct_price_candidate,write_options_price,1295 | row 249: 1295 | 249 | Carbon Flash with Silver accent Full Length Dual Racing Stripes
zr1,zr1_options,127,opt_kqv_001,KQV,"Seats, heated and vented driver and passenger",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,128,opt_al9_001,AL9,"Seat adjuster, power driver lumbar control",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,129,opt_dpc_001,DPC,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,,814,1295,1295,246,row 246: 1295,,direct_price_candidate,write_options_price,1295 | row 246: 1295 | 246 | Carbon Flash with Yellow accent Full Length Dual Racing Stripes | Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic. | Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.
zr1,zr1_options,130,opt_at9_001,AT9,"Seat adjuster, power passenger lumbar control",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,131,opt_duk_001,DUK,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,,810,1295,1295,257,row 257: 1295,,direct_price_candidate,write_options_price,1295 | row 257: 1295 | 257 | Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat. | Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.
zr1,zr1_options,132,opt_g0k_001,G0K,"Rear axle, 5.56 ratio",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,133,opt_ahe_001,AHE,"Seat adjuster, driver power bolster",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,134,opt_b4z_001,B4Z,Performance Traction Management,,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,135,opt_due_001,DUE,NEW!Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,,808,1295,1295,256,row 256: 1295,,direct_price_candidate,write_options_price,1295 | row 256: 1295 | 256 | NEW!Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes | Not available with exterior color (GTR) Admiral Blue Metallic. | Not available with exterior color (GTR) Admiral Blue Metallic.
zr1,zr1_options,136,opt_ahh_001,AHH,"Seat adjuster, passenger power bolster",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,137,opt_aqa_001,AQA,"Memory Driver and Passenger Convenience Package, includes steering wheel and outside mirrors plus seat memory for both driver and passenger; key fob or door button activated",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,138,opt_ap9_001,AP9,"Cargo nets, 2",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,139,opt_dyx_001,DYX,"Mirrors, outside heated, power-adjustable, power-folding, driver-side auto-dimming with turn signal indicators",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,140,opt_uft_001,UFT,Side Blind Zone Alert,,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,141,opt_utj_001,UTJ,"Theft-deterrent system, electrical, unauthorized entry, activates the horn",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,142,opt_utv_001,UTV,"Theft deterrent sensor, vehicle interior movement",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,143,opt_utu_001,UTU,"Theft deterrent sensor, vehicle inclination",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,144,opt_36s_001,36S,"Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console",,670,495,495,199,row 199: 495 Requires Jet Black Interior,,direct_price_candidate,write_options_price,"495 | row 199: 495 Requires Jet Black Interior | 199 | Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console | Requires (HTE/HTT/HUB/HUC) Jet Black interior. | Requires (HTE/HTT/HUB/HUC) Jet Black interior."
zr1,zr1_options,145,opt_37s_001,37S,"Santorini Blue custom leather stitch, includes seats, instrument panel, doors and console",,666,495,495,201,row 201: 495 requires Jet Black Interior,,direct_price_candidate,write_options_price,"495 | row 201: 495 requires Jet Black Interior | 201 | Santorini Blue custom leather stitch, includes seats, instrument panel, doors and console | Requires (HTE/HTT/HUB/HUC) Jet Black interior. | Requires (HTE/HTT/HUB/HUC) Jet Black interior."
zr1,zr1_options,146,opt_38s_001,38S,"Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console",,668,495,495,202,row 202: 495 requires Jet Black or Adrenaline Red/Jack Black Interior,,direct_price_candidate,write_options_price,"495 | row 202: 495 requires Jet Black or Adrenaline Red/Jack Black Interior | 202 | Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console | Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior. | Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior."
zr1,zr1_options,147,opt_509,,Air filtration system with pollen filter,,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,148,opt_529,,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,149,opt_531,,"Cruise control, electronic with set and resume speed",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,150,opt_535,,"Door locks, power programmable with lockout protection",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,151,opt_537,,"Floor mats, carpeted",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,152,opt_541,,"Hatch release, push button open",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,153,opt_545,,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,154,opt_549,,"Lighting, interior, theater dimming",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,155,opt_613,,Remote vehicle starter system,,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,156,opt_663,,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,157,opt_673,,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,158,opt_683,,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,159,opt_691,,"Trunk release, push button open",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,160,opt_697,,"Visors, driver and passenger illuminated vanity mirrors, covered",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,161,opt_699,,"Windows, power with driver and passenger Express-Down/Up",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,162,opt_707,,"Antenna, integral front and rear",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,163,opt_723,,Daytime running lamps,,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,164,opt_731,,"Glass, Solar-Ray light-tinted",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,165,opt_849,,"Wipers, front intermittent",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,166,opt_851,,"Active handling stability control, improves traction and enhances vehicle stability",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,167,opt_863,,NEW!Intersection Automatic Emergency Braking,,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,168,opt_911,,"Frame, aluminum structure",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,169,opt_921,,Oil life monitoring system,,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,170,opt_927,,"Steering, power, electric, speed-sensitive, rack-and-pinion, variable ratio",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,171,opt_937,,"Traction control, all-speed",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,172,opt_cfc_002,CFC,"Convertible top, retractable, power-folding hard top, visible carbon fiber, remote control (down only), includes power glass rear window with integral defogger; Nacelles, A-pillars, and header are Carbon-Flash painted (body-color when (GBA) Black exterior color is selected)",,,,,,,,missing_price_evidence,needs_human_review,
zr1,zr1_options,173,opt_cfv_002,CFV,"Ground effects, visible carbon fiber",,734,4495,4495,182,row 182: 4495 Std on ZR1 and ZR1X,,conditional_price_candidate,defer_to_price_rules,"4495 | row 182: 4495 Std on ZR1 and ZR1X | 182 | Ground effects, visible carbon fiber"
