source_sheet,source_row,guide_family,model_key,model_key_confidence,equipment_group_rpo,orderable_rpo,ref_rpo,description,row_kind,matched_primary_row_key,match_status,source_detail_raw
Equipment Groups 2,130,corvette,grand_sport,high,17A,17A,,"Blade Silver Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKA) Blade Silver Metallic.",derived_cross_check,,unmatched_primary_review,"Blade Silver Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKA) Blade Silver Metallic."
Equipment Groups 2,131,corvette,grand_sport,high,FE9,FE9,,"Emissions, Federal requirements, 50-state certified",derived_cross_check,,unmatched_primary_review,"Emissions, Federal requirements, 50-state certified"
Equipment Groups 2,132,corvette,grand_sport,high,55A,55A,,"Competition Yellow Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",derived_cross_check,,unmatched_primary_review,"Competition Yellow Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
Equipment Groups 2,133,corvette,grand_sport,high,YF5,YF5,,"Emissions, California state requirements, 50-state certified",derived_cross_check,,unmatched_primary_review,"Emissions, California state requirements, 50-state certified"
Equipment Groups 2,134,corvette,grand_sport,high,DUE,DUE,,"NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",derived_cross_check,,unmatched_primary_review,"NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
Equipment Groups 2,135,corvette,grand_sport,high,NE1,NE1,,"Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements",derived_cross_check,,unmatched_primary_review,"Emissions, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington state requirements"
Equipment Groups 2,136,corvette,grand_sport,high,DUK,DUK,,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",derived_cross_check,,unmatched_primary_review,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
Equipment Groups 2,137,corvette,grand_sport,high,NB8,NB8,,"Emissions override, California  (allows a dealer in states that require California emissions - California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington - to order Federal emissions for a vehicle that will be registered in a state that has Federal emission requirements). Do not use for vehicles that will be registered in California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington
1. Requires (FE9) Federal emissions requirements.",derived_cross_check,,unmatched_primary_review,"Emissions override, California  (allows a dealer in states that require California emissions - California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington - to order Federal emissions for a vehicle that will be registered in a state that has Federal emission requirements). Do not use for vehicles that will be registered in California, Colorado, Connecticut, Delaware, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island or Washington
1. Requires (FE9) Federal emissions requirements."
Equipment Groups 2,138,corvette,grand_sport,high,DPB,DPB,,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",derived_cross_check,,unmatched_primary_review,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
Equipment Groups 2,139,corvette,grand_sport,high,NB9,NB9,,"Emissions override, state-specific (for dealers ordering vehicles in (YF5) or (NE1) emission states - California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington)
1. Allows a California dealer (YF5 emissions) to order (NE1) emissions with (NB9) emissions override code for registration in (NE1) states; or, a Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington dealer (NE1 emissions) to order (YF5) emissions with (NB9) emissions override code for registration in California.",derived_cross_check,,unmatched_primary_review,"Emissions override, state-specific (for dealers ordering vehicles in (YF5) or (NE1) emission states - California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington)
1. Allows a California dealer (YF5 emissions) to order (NE1) emissions with (NB9) emissions override code for registration in (NE1) states; or, a Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont and Washington dealer (NE1 emissions) to order (YF5) emissions with (NB9) emissions override code for registration in California."
Equipment Groups 2,140,corvette,grand_sport,high,DPC,DPC,,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",derived_cross_check,,unmatched_primary_review,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
Equipment Groups 2,141,corvette,grand_sport,high,NC7,NC7,,"Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)
1. Requires (YF5) California state emissions requirements or (NE1) Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington state emissions requirements.",derived_cross_check,,unmatched_primary_review,"Emissions override, Federal (for vehicles ordered by dealers in Federal emission states with (YF5) or (NE1) emissions - Not required for vehicles being shipped to California, Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington)
1. Requires (YF5) California state emissions requirements or (NE1) Colorado, Connecticut, Delaware, Maine, Maryland, Massachusetts, Minnesota, Nevada, New Jersey, New Mexico, New York, Oregon, Pennsylvania, Rhode Island, Vermont or Washington state emissions requirements."
Equipment Groups 2,142,corvette,grand_sport,high,DPG,DPG,,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",derived_cross_check,,unmatched_primary_review,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
Equipment Groups 2,143,corvette,grand_sport,high,DPL,DPL,,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",derived_cross_check,,unmatched_primary_review,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
Equipment Groups 2,144,corvette,grand_sport,high,DPT,DPT,,Carbon Flash with Silver accent Full Length Dual Racing Stripes,derived_cross_check,,unmatched_primary_review,Carbon Flash with Silver accent Full Length Dual Racing Stripes
Equipment Groups 2,145,corvette,grand_sport,high,DUW,DUW,,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",derived_cross_check,,unmatched_primary_review,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
Equipment Groups 2,146,corvette,grand_sport,high,B6P,B6P,,"Coupe Engine Appearance Package, includes carbon fiber trim, (D3V) engine lighting and (SL9) engine specification plaque, LPO",derived_cross_check,,unmatched_primary_review,"Coupe Engine Appearance Package, includes carbon fiber trim, (D3V) engine lighting and (SL9) engine specification plaque, LPO"
Equipment Groups 2,147,corvette,grand_sport,high,DTH,DTH,,Carbon Flash Metallic Full Length Dual Racing Stripes,derived_cross_check,,unmatched_primary_review,Carbon Flash Metallic Full Length Dual Racing Stripes
Equipment Groups 2,148,corvette,grand_sport,high,DSY,DSY,,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",derived_cross_check,,unmatched_primary_review,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
Equipment Groups 2,149,corvette,grand_sport,high,DSZ,DSZ,,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",derived_cross_check,,unmatched_primary_review,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
Equipment Groups 2,150,corvette,grand_sport,high,ZZ3,ZZ3,,"Convertible Engine Appearance Package, includes window under tonneau cover, (BC7) Black LS6 engine cover and (SL9) engine specification plaque, LPO",derived_cross_check,,unmatched_primary_review,"Convertible Engine Appearance Package, includes window under tonneau cover, (BC7) Black LS6 engine cover and (SL9) engine specification plaque, LPO"
Equipment Groups 2,151,corvette,grand_sport,high,DUB,DUB,,Sterling Silver Full Length Dual Racing Stripes,derived_cross_check,,unmatched_primary_review,Sterling Silver Full Length Dual Racing Stripes
Equipment Groups 2,152,corvette,grand_sport,high,DT0,DT0,,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",derived_cross_check,,unmatched_primary_review,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
Equipment Groups 2,153,corvette,grand_sport,high,BC4,BC4,,"NEW!  LS6 engine cover, Blue
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package.",derived_cross_check,,unmatched_primary_review,"NEW!  LS6 engine cover, Blue
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package."
Equipment Groups 2,154,corvette,grand_sport,high,DZX,DZX,,"Carbon Flash/Edge Red Stinger Stripe
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",derived_cross_check,,unmatched_primary_review,"Carbon Flash/Edge Red Stinger Stripe
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
Equipment Groups 2,155,corvette,grand_sport,high,BCP,BCP,,"LS6 engine cover, Edge Red
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package.",derived_cross_check,,unmatched_primary_review,"LS6 engine cover, Edge Red
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package."
Equipment Groups 2,156,corvette,grand_sport,high,DZV,DZV,,Carbon Flash/Midnight Silver Stinger Stripe,derived_cross_check,,unmatched_primary_review,Carbon Flash/Midnight Silver Stinger Stripe
Equipment Groups 2,157,corvette,grand_sport,high,BCS,BCS,,"LS6 engine cover, Sterling Silver-painted
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package.",derived_cross_check,,unmatched_primary_review,"LS6 engine cover, Sterling Silver-painted
1. Includes (D3V) engine lighting.
2. Requires (ZZ3) Convertible Engine Appearance Package."
Equipment Groups 2,158,corvette,grand_sport,high,DZU,DZU,,"Carbon Flash/Competition Yellow Stinger Stripe
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",derived_cross_check,,unmatched_primary_review,"Carbon Flash/Competition Yellow Stinger Stripe
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
Equipment Groups 2,159,corvette,grand_sport,high,D3V,D3V,,"Engine lighting
1. Included with (B6P) Coupe Engine Appearance Package or (BC4/BCP/BCS) LS6 engine covers.",derived_cross_check,,unmatched_primary_review,"Engine lighting
1. Included with (B6P) Coupe Engine Appearance Package or (BC4/BCP/BCS) LS6 engine covers."
Equipment Groups 2,160,corvette,grand_sport,high,WUB,WUB,,"NEW!  Exhaust, quad center exit
1. Included with (FEY) Z52 Track Performance Package.",derived_cross_check,,unmatched_primary_review,"NEW!  Exhaust, quad center exit
1. Included with (FEY) Z52 Track Performance Package."
Equipment Groups 2,161,corvette,grand_sport,high,NWI,NWI,,"NEW!  Exhaust tips, bright, center, quad, exposed
1. Requires (WUB) quad center exit exhaust.",derived_cross_check,,unmatched_primary_review,"NEW!  Exhaust tips, bright, center, quad, exposed
1. Requires (WUB) quad center exit exhaust."
Equipment Groups 2,162,corvette,grand_sport,high,SLN,SLN,,"LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory"
Equipment Groups 2,163,corvette,grand_sport,high,VUP,VUP,,"LPO, Engine Bay closeout graphics, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Engine Bay closeout graphics, Genuine Corvette Accessory"
Equipment Groups 2,164,corvette,grand_sport,high,SL9,SL9,,"LPO, Engine specification plaque, Genuine Corvette Accessory
1. Included with (B6P/ZZ3) Engine Appearance Package.",derived_cross_check,,unmatched_primary_review,"LPO, Engine specification plaque, Genuine Corvette Accessory
1. Included with (B6P/ZZ3) Engine Appearance Package."
Equipment Groups 2,165,corvette,grand_sport,high,SLK,SLK,,"LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory"
Equipment Groups 2,166,corvette,grand_sport,high,SWN,SWN,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Gloss Black forged aluminum",derived_cross_check,,unmatched_primary_review,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Gloss Black forged aluminum"
Equipment Groups 2,167,corvette,grand_sport,high,SWP,SWP,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Carbon Flash-painted with bright polished forged aluminum face",derived_cross_check,,unmatched_primary_review,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Carbon Flash-painted with bright polished forged aluminum face"
Equipment Groups 2,168,corvette,grand_sport,high,SWO,SWO,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, high polished forged aluminum",derived_cross_check,,unmatched_primary_review,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, high polished forged aluminum"
Equipment Groups 2,169,corvette,grand_sport,high,ROY,ROY,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash-painted carbon fiber
1. Requires (J57) carbon ceramic brakes.",derived_cross_check,,unmatched_primary_review,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash-painted carbon fiber
1. Requires (J57) carbon ceramic brakes."
Equipment Groups 2,170,corvette,grand_sport,high,ROZ,ROZ,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber
1. Requires (J57) carbon ceramic brakes.",derived_cross_check,,unmatched_primary_review,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber
1. Requires (J57) carbon ceramic brakes."
Equipment Groups 2,171,corvette,grand_sport,high,FEB,FEB,,"Z52 Sport Performance Package, includes (J56) 6-piston front and 4-piston rear performance brakes and (XFR) 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance tires",derived_cross_check,,unmatched_primary_review,"Z52 Sport Performance Package, includes (J56) 6-piston front and 4-piston rear performance brakes and (XFR) 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance tires"
Equipment Groups 2,172,corvette,grand_sport,high,STZ,STZ,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe
1. Requires (J57) carbon ceramic brakes.",derived_cross_check,,unmatched_primary_review,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe
1. Requires (J57) carbon ceramic brakes."
Equipment Groups 2,173,corvette,grand_sport,high,FEY,FEY,,"Z52 Track Performance Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (XFS) 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance tires, (WUB) quad center exit exhaust, and (T0F) Carbon Flash-painted Carbon Fiber Aero Package with (CFZ) Carbon Flash-painted carbon fiber ground effects",derived_cross_check,,unmatched_primary_review,"Z52 Track Performance Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (XFS) 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance tires, (WUB) quad center exit exhaust, and (T0F) Carbon Flash-painted Carbon Fiber Aero Package with (CFZ) Carbon Flash-painted carbon fiber ground effects"
Equipment Groups 2,174,corvette,grand_sport,high,Regulatory Options,Regulatory Options,,,derived_cross_check,,unmatched_primary_review,
Equipment Groups 3,5,corvette,z06,high,,,UQH,"Audio system feature, Bose Performance Series Sound System with 14 speakers",derived_cross_check,,unmatched_primary_review,"Audio system feature, Bose Performance Series Sound System with 14 speakers"
Equipment Groups 3,6,corvette,z06,high,,,AP9,"Cargo nets, 2",derived_cross_check,,unmatched_primary_review,"Cargo nets, 2"
Equipment Groups 3,7,corvette,z06,high,,,UV6,"Head-Up Display, color display with 3 modes: tour, sport, track; can display speed, gear, tachometer, paddle shift lights, turn signals, bright headlamps, turn-by-turn navigation, g-meter, speed limit",derived_cross_check,,unmatched_primary_review,"Head-Up Display, color display with 3 modes: tour, sport, track; can display speed, gear, tachometer, paddle shift lights, turn signals, bright headlamps, turn-by-turn navigation, g-meter, speed limit"
Equipment Groups 3,8,corvette,z06,high,,,AQA,"Memory Driver and Passenger Convenience Package, includes steering wheel and outside mirrors plus seat memory for both driver and passenger; key fob or door button activated",derived_cross_check,,unmatched_primary_review,"Memory Driver and Passenger Convenience Package, includes steering wheel and outside mirrors plus seat memory for both driver and passenger; key fob or door button activated"
Equipment Groups 3,9,corvette,z06,high,UQT,UQT,,Performance data and video recorder,derived_cross_check,,unmatched_primary_review,Performance data and video recorder
Equipment Groups 3,10,corvette,z06,high,,,UVA,"HD Front and Rear Vision Cameras, front camera is curb view",derived_cross_check,,unmatched_primary_review,"HD Front and Rear Vision Cameras, front camera is curb view"
Equipment Groups 3,11,corvette,z06,high,AH2,AH2,,"Seats, GT2 bucket",derived_cross_check,,unmatched_primary_review,"Seats, GT2 bucket"
Equipment Groups 3,12,corvette,z06,high,,,KQV,"Seats, heated and vented driver and passenger",derived_cross_check,,unmatched_primary_review,"Seats, heated and vented driver and passenger"
Equipment Groups 3,13,corvette,z06,high,,,AL9,"Seat adjuster, power driver lumbar control",derived_cross_check,,unmatched_primary_review,"Seat adjuster, power driver lumbar control"
Equipment Groups 3,14,corvette,z06,high,,,AT9,"Seat adjuster, power passenger lumbar control",derived_cross_check,,unmatched_primary_review,"Seat adjuster, power passenger lumbar control"
Equipment Groups 3,15,corvette,z06,high,,,AHE,"Seat adjuster, driver power bolster",derived_cross_check,,unmatched_primary_review,"Seat adjuster, driver power bolster"
Equipment Groups 3,16,corvette,z06,high,,,AHH,"Seat adjuster, passenger power bolster",derived_cross_check,,unmatched_primary_review,"Seat adjuster, passenger power bolster"
Equipment Groups 3,17,corvette,z06,high,,,KI3,"Steering wheel, heated",derived_cross_check,,unmatched_primary_review,"Steering wheel, heated"
Equipment Groups 3,18,corvette,z06,high,,,,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",derived_cross_check,,unmatched_primary_review,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede."
Equipment Groups 3,19,corvette,z06,high,,,IWE,"Sueded Microfiber-Wrapped Upper Interior Trim Package, includes headliner, visors, trim above windshield and rear window, and A-pillar trim",derived_cross_check,,unmatched_primary_review,"Sueded Microfiber-Wrapped Upper Interior Trim Package, includes headliner, visors, trim above windshield and rear window, and A-pillar trim"
Equipment Groups 3,20,corvette,z06,high,,,UTJ,"Theft-deterrent system, electrical, unauthorized entry, activates the horn",derived_cross_check,,unmatched_primary_review,"Theft-deterrent system, electrical, unauthorized entry, activates the horn"
Equipment Groups 3,21,corvette,z06,high,,,UTU,"Theft deterrent sensor, vehicle inclination",derived_cross_check,,unmatched_primary_review,"Theft deterrent sensor, vehicle inclination"
Equipment Groups 3,22,corvette,z06,high,,,UTV,"Theft deterrent sensor, vehicle interior movement",derived_cross_check,,unmatched_primary_review,"Theft deterrent sensor, vehicle interior movement"
Equipment Groups 3,23,corvette,z06,high,,,UG1,"Universal Home Remote, includes garage door opener, 3-channel programmable, located on driver visor",derived_cross_check,,unmatched_primary_review,"Universal Home Remote, includes garage door opener, 3-channel programmable, located on driver visor"
Equipment Groups 3,24,corvette,z06,high,,,K7B,"Wireless Phone Charging, 2 wireless charging pads for phone or portable devices, located on center console and between seatbacks",derived_cross_check,,unmatched_primary_review,"Wireless Phone Charging, 2 wireless charging pads for phone or portable devices, located on center console and between seatbacks"
Equipment Groups 3,25,corvette,z06,high,,,DYX,"Mirrors, outside heated, power-adjustable, power-folding, driver-side auto-dimming with turn signal indicators",derived_cross_check,,unmatched_primary_review,"Mirrors, outside heated, power-adjustable, power-folding, driver-side auto-dimming with turn signal indicators"
Equipment Groups 3,26,corvette,z06,high,,,UFG,Rear Cross Traffic Alert,derived_cross_check,,unmatched_primary_review,Rear Cross Traffic Alert
Equipment Groups 3,27,corvette,z06,high,,,UFT,Side Blind Zone Alert,derived_cross_check,,unmatched_primary_review,Side Blind Zone Alert
Equipment Groups 3,28,corvette,z06,high,Additional Options,Additional Options,,,derived_cross_check,,unmatched_primary_review,
Equipment Groups 3,29,corvette,z06,high,R6P,R6P,,"3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries.",derived_cross_check,,unmatched_primary_review,"3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries."
Equipment Groups 3,30,corvette,z06,high,D30,D30,,"Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge.",derived_cross_check,,unmatched_primary_review,"Color Combination Override, provides the opportunity to individualize vehicle appearance by overriding recommended restrictions to exterior, interior and seat  belt color combinations 
1. To be used exclusively to override exterior, interior and seat belt color combinations. SOLD orders only. Color Combination Override is available at an additional charge."
Equipment Groups 3,31,corvette,z06,high,R6X,R6X,,"Custom Interior Trim and Seat Combination
1. SOLD orders only. Requires (HMO/HVV) Jet Black/Sky Cool Gray, (HZB/HVT) Sky Cool Gray/Jet Black, (HU0/HXO) Jet Black/Adrenaline Red, (HUU/HZP) Adrenaline Red/Jet Black interiors. See Custom Interior Trim and Seat Combinations color and trim chart.",derived_cross_check,,unmatched_primary_review,"Custom Interior Trim and Seat Combination
1. SOLD orders only. Requires (HMO/HVV) Jet Black/Sky Cool Gray, (HZB/HVT) Sky Cool Gray/Jet Black, (HU0/HXO) Jet Black/Adrenaline Red, (HUU/HZP) Adrenaline Red/Jet Black interiors. See Custom Interior Trim and Seat Combinations color and trim chart."
Equipment Groups 3,32,corvette,z06,high,DY0,DY0,,"Display hood, Carbon Fiber, located above the Driver Information Center display",derived_cross_check,,unmatched_primary_review,"Display hood, Carbon Fiber, located above the Driver Information Center display"
Equipment Groups 3,33,corvette,z06,high,PEF,PEF,,"LPO, Contoured Liner Protection Package, includes (CAV) contoured cargo area liners with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Contoured Liner Protection Package, includes (CAV) contoured cargo area liners with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory"
Equipment Groups 3,34,corvette,z06,high,PDY,PDY,,"LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory"
Equipment Groups 3,35,corvette,z06,high,W2D,W2D,,"LPO, Cargo net set, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Cargo net set, Genuine Corvette Accessory"
Equipment Groups 3,36,corvette,z06,high,RWU,RWU,,"LPO, Cargo area organizer, collapsible, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Cargo area organizer, collapsible, Genuine Corvette Accessory"
Equipment Groups 3,37,corvette,z06,high,CAV,CAV,,"LPO, Contoured cargo area liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Contoured cargo area liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO."
Equipment Groups 3,38,corvette,z06,high,RIA,RIA,,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory
1. Included with (PEF) Contoured Liner Protection Package, LPO."
